,Race,Cluster,Pollutant,Exposure
367,Asian,FRCC_solar_photovoltaic_1,PM2_5,0.0
368,Asian,FRCC_solar_photovoltaic_1,SOx,0.0
369,Asian,FRCC_solar_photovoltaic_1,VOC,0.0
370,Asian,ISNE_batteries_1,NH3,0.0
371,Asian,ISNE_batteries_1,NOx,0.0
372,Asian,ISNE_batteries_1,PM2_5,0.0
373,Asian,ISNE_batteries_1,SOx,0.0
374,Asian,ISNE_batteries_1,VOC,0.0
375,Asian,ISNE_biomass_1,NH3,5.358864978402311e-12
376,Asian,ISNE_biomass_1,NOx,5.403174179793201e-12
377,Asian,ISNE_biomass_1,PM2_5,1.3903117301285036e-11
378,Asian,ISNE_biomass_1,SOx,1.8392211756796804e-11
379,Asian,ISNE_biomass_1,VOC,3.0717309214321106e-13
380,Asian,ISNE_biomass_2,NH3,1.1665355787388287e-11
381,Asian,ISNE_biomass_2,NOx,1.1730979988903932e-11
382,Asian,ISNE_biomass_2,PM2_5,2.375994993528374e-11
383,Asian,ISNE_biomass_2,SOx,3.683383290076334e-11
384,Asian,ISNE_biomass_2,VOC,7.751210497839846e-13
385,Asian,ISNE_conventional_hydroelectric_1,NH3,0.0
386,Asian,ISNE_conventional_hydroelectric_1,NOx,0.0
387,Asian,ISNE_conventional_hydroelectric_1,PM2_5,0.0
388,Asian,ISNE_conventional_hydroelectric_1,SOx,0.0
389,Asian,ISNE_conventional_hydroelectric_1,VOC,0.0
390,Asian,ISNE_conventional_steam_coal_1,NH3,6.660810389749452e-14
391,Asian,ISNE_conventional_steam_coal_1,NOx,3.3868384563429505e-11
392,Asian,ISNE_conventional_steam_coal_1,PM2_5,5.886305422384474e-11
393,Asian,ISNE_conventional_steam_coal_1,SOx,1.7854885915076557e-10
394,Asian,ISNE_conventional_steam_coal_1,VOC,6.948340178281712e-13
395,Asian,ISNE_hydroelectric_pumped_storage_1,NH3,0.0
396,Asian,ISNE_hydroelectric_pumped_storage_1,NOx,0.0
397,Asian,ISNE_hydroelectric_pumped_storage_1,PM2_5,0.0
398,Asian,ISNE_hydroelectric_pumped_storage_1,SOx,0.0
399,Asian,ISNE_hydroelectric_pumped_storage_1,VOC,0.0
400,Asian,ISNE_natural_gas_fired_combined_cycle_1,NH3,2.6435721114980735e-11
401,Asian,ISNE_natural_gas_fired_combined_cycle_1,NOx,1.336643107718565e-10
402,Asian,ISNE_natural_gas_fired_combined_cycle_1,PM2_5,1.445333491510658e-10
403,Asian,ISNE_natural_gas_fired_combined_cycle_1,SOx,7.265061412695874e-12
404,Asian,ISNE_natural_gas_fired_combined_cycle_1,VOC,1.6695013882008531e-12
405,Asian,ISNE_natural_gas_fired_combined_cycle_2,NH3,1.28035606520284e-11
406,Asian,ISNE_natural_gas_fired_combined_cycle_2,NOx,3.3011952324524068e-12
407,Asian,ISNE_natural_gas_fired_combined_cycle_2,PM2_5,2.056559443589079e-11
408,Asian,ISNE_natural_gas_fired_combined_cycle_2,SOx,5.295141213427891e-13
409,Asian,ISNE_natural_gas_fired_combined_cycle_2,VOC,3.082642897487452e-13
410,Asian,ISNE_natural_gas_fired_combustion_turbine_1,NH3,8.301614630801913e-11
411,Asian,ISNE_natural_gas_fired_combustion_turbine_1,NOx,3.1424219510585304e-11
412,Asian,ISNE_natural_gas_fired_combustion_turbine_1,PM2_5,1.6367023060708045e-10
413,Asian,ISNE_natural_gas_fired_combustion_turbine_1,SOx,8.234109194538782e-13
414,Asian,ISNE_natural_gas_fired_combustion_turbine_1,VOC,1.3487698266913453e-12
415,Asian,ISNE_natural_gas_fired_combustion_turbine_2,NH3,1.1117533891217141e-11
416,Asian,ISNE_natural_gas_fired_combustion_turbine_2,NOx,5.942332266823904e-12
417,Asian,ISNE_natural_gas_fired_combustion_turbine_2,PM2_5,2.6463750540638577e-11
418,Asian,ISNE_natural_gas_fired_combustion_turbine_2,SOx,4.687431421600655e-13
419,Asian,ISNE_natural_gas_fired_combustion_turbine_2,VOC,3.929671478698878e-13
420,Asian,ISNE_natural_gas_internal_combustion_engine_1,NH3,0.0
421,Asian,ISNE_natural_gas_internal_combustion_engine_1,NOx,1.6759131097974266e-10
422,Asian,ISNE_natural_gas_internal_combustion_engine_1,PM2_5,1.3204549479467473e-09
423,Asian,ISNE_natural_gas_internal_combustion_engine_1,SOx,9.625651790856789e-12
424,Asian,ISNE_natural_gas_internal_combustion_engine_1,VOC,1.515929442970607e-11
425,Asian,ISNE_natural_gas_steam_turbine_1,NH3,1.2868048329979056e-10
426,Asian,ISNE_natural_gas_steam_turbine_1,NOx,3.3310296891116237e-10
427,Asian,ISNE_natural_gas_steam_turbine_1,PM2_5,5.993678590716892e-10
428,Asian,ISNE_natural_gas_steam_turbine_1,SOx,5.9803923325781e-12
429,Asian,ISNE_natural_gas_steam_turbine_1,VOC,1.0805287663391463e-11
430,Asian,ISNE_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10
431,Asian,ISNE_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10
432,Asian,ISNE_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09
433,Asian,ISNE_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11
434,Asian,ISNE_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11
435,Asian,ISNE_naturalgas_ctavgcf_moderate_0,NH3,2.7565515244282747e-09
436,Asian,ISNE_naturalgas_ctavgcf_moderate_0,NOx,5.693807882486521e-10
437,Asian,ISNE_naturalgas_ctavgcf_moderate_0,PM2_5,1.6560040504232403e-09
438,Asian,ISNE_naturalgas_ctavgcf_moderate_0,SOx,1.9329554406739238e-11
439,Asian,ISNE_naturalgas_ctavgcf_moderate_0,VOC,2.181200446850514e-11
440,Asian,ISNE_nuclear_1,NH3,0.0
441,Asian,ISNE_nuclear_1,NOx,0.0
442,Asian,ISNE_nuclear_1,PM2_5,0.0
443,Asian,ISNE_nuclear_1,SOx,0.0
444,Asian,ISNE_nuclear_1,VOC,0.0
445,Asian,ISNE_offshore_wind_turbine_1,NH3,0.0
446,Asian,ISNE_offshore_wind_turbine_1,NOx,0.0
447,Asian,ISNE_offshore_wind_turbine_1,PM2_5,0.0
448,Asian,ISNE_offshore_wind_turbine_1,SOx,0.0
449,Asian,ISNE_offshore_wind_turbine_1,VOC,0.0
450,Asian,ISNE_onshore_wind_turbine_1,NH3,0.0
451,Asian,ISNE_onshore_wind_turbine_1,NOx,0.0
452,Asian,ISNE_onshore_wind_turbine_1,PM2_5,0.0
453,Asian,ISNE_onshore_wind_turbine_1,SOx,0.0
454,Asian,ISNE_onshore_wind_turbine_1,VOC,0.0
455,Asian,ISNE_petroleum_liquids_1,NH3,5.5305616157359075e-11
456,Asian,ISNE_petroleum_liquids_1,NOx,4.970730390273178e-11
457,Asian,ISNE_petroleum_liquids_1,PM2_5,1.2819195644382028e-10
458,Asian,ISNE_petroleum_liquids_1,SOx,3.0946378795052673e-12
459,Asian,ISNE_petroleum_liquids_1,VOC,5.180997048856019e-13
460,Asian,ISNE_small_hydroelectric_1,NH3,0.0
461,Asian,ISNE_small_hydroelectric_1,NOx,0.0
462,Asian,ISNE_small_hydroelectric_1,PM2_5,0.0
463,Asian,ISNE_small_hydroelectric_1,SOx,0.0
464,Asian,ISNE_small_hydroelectric_1,VOC,0.0
465,Asian,ISNE_solar_photovoltaic_1,NH3,0.0
466,Asian,ISNE_solar_photovoltaic_1,NOx,0.0
467,Asian,ISNE_solar_photovoltaic_1,PM2_5,0.0
468,Asian,ISNE_solar_photovoltaic_1,SOx,0.0
469,Asian,ISNE_solar_photovoltaic_1,VOC,0.0
470,Asian,MISC_batteries_1,NH3,0.0
471,Asian,MISC_batteries_1,NOx,0.0
472,Asian,MISC_batteries_1,PM2_5,0.0
473,Asian,MISC_batteries_1,SOx,0.0
474,Asian,MISC_batteries_1,VOC,0.0
475,Asian,MISC_biomass_1,NH3,1.0285922146109045e-11
476,Asian,MISC_biomass_1,NOx,3.1221484248263165e-11
477,Asian,MISC_biomass_1,PM2_5,2.2068793148428464e-11
478,Asian,MISC_biomass_1,SOx,6.085224803366513e-11
479,Asian,MISC_biomass_1,VOC,6.150960026589454e-13
480,Asian,MISC_biomass_2,NH3,2.6485786873818342e-11
481,Asian,MISC_biomass_2,NOx,7.053528793525173e-11
482,Asian,MISC_biomass_2,PM2_5,9.515981458055534e-11
483,Asian,MISC_biomass_2,SOx,5.338709964353914e-11
484,Asian,MISC_biomass_2,VOC,2.677806110049885e-12
485,Asian,MISC_conventional_hydroelectric_1,NH3,0.0
486,Asian,MISC_conventional_hydroelectric_1,NOx,0.0
487,Asian,MISC_conventional_hydroelectric_1,PM2_5,0.0
488,Asian,MISC_conventional_hydroelectric_1,SOx,0.0
489,Asian,MISC_conventional_hydroelectric_1,VOC,0.0
490,Asian,MISC_conventional_steam_coal_1,NH3,3.3535207509538115e-13
491,Asian,MISC_conventional_steam_coal_1,NOx,5.5531607294574175e-11
492,Asian,MISC_conventional_steam_coal_1,PM2_5,1.8157249391964177e-11
493,Asian,MISC_conventional_steam_coal_1,SOx,1.2961737876559095e-10
494,Asian,MISC_conventional_steam_coal_1,VOC,2.141421357800885e-13
495,Asian,MISC_conventional_steam_coal_2,NH3,2.726183633594359e-13
496,Asian,MISC_conventional_steam_coal_2,NOx,3.170816907954636e-11
497,Asian,MISC_conventional_steam_coal_2,PM2_5,1.0286689599794904e-11
498,Asian,MISC_conventional_steam_coal_2,SOx,1.1864549546905464e-10
499,Asian,MISC_conventional_steam_coal_2,VOC,1.293350542027553e-13
500,Asian,MISC_hydroelectric_pumped_storage_1,NH3,0.0
501,Asian,MISC_hydroelectric_pumped_storage_1,NOx,0.0
502,Asian,MISC_hydroelectric_pumped_storage_1,PM2_5,0.0
503,Asian,MISC_hydroelectric_pumped_storage_1,SOx,0.0
504,Asian,MISC_hydroelectric_pumped_storage_1,VOC,0.0
505,Asian,MISC_natural_gas_fired_combined_cycle_1,NH3,3.0224212227531406e-12
506,Asian,MISC_natural_gas_fired_combined_cycle_1,NOx,1.7426301133152583e-12
507,Asian,MISC_natural_gas_fired_combined_cycle_1,PM2_5,2.666410081950318e-12
508,Asian,MISC_natural_gas_fired_combined_cycle_1,SOx,1.76073435197102e-13
509,Asian,MISC_natural_gas_fired_combined_cycle_1,VOC,6.998979729911068e-14
510,Asian,MISC_natural_gas_fired_combined_cycle_2,NH3,2.725621738948e-12
511,Asian,MISC_natural_gas_fired_combined_cycle_2,NOx,3.639739447653405e-12
512,Asian,MISC_natural_gas_fired_combined_cycle_2,PM2_5,8.367049856488517e-12
513,Asian,MISC_natural_gas_fired_combined_cycle_2,SOx,3.46858428489702e-13
514,Asian,MISC_natural_gas_fired_combined_cycle_2,VOC,9.61281920160344e-14
515,Asian,MISC_natural_gas_fired_combustion_turbine_1,NH3,7.905341300960674e-12
516,Asian,MISC_natural_gas_fired_combustion_turbine_1,NOx,6.490575775468684e-11
517,Asian,MISC_natural_gas_fired_combustion_turbine_1,PM2_5,1.4175904415966293e-11
518,Asian,MISC_natural_gas_fired_combustion_turbine_1,SOx,7.25972644404796e-13
519,Asian,MISC_natural_gas_fired_combustion_turbine_1,VOC,3.392266931468409e-13
520,Asian,MISC_natural_gas_fired_combustion_turbine_2,NH3,8.785462831194733e-12
521,Asian,MISC_natural_gas_fired_combustion_turbine_2,NOx,1.9397363470719663e-11
522,Asian,MISC_natural_gas_fired_combustion_turbine_2,PM2_5,1.5053087431629236e-11
523,Asian,MISC_natural_gas_fired_combustion_turbine_2,SOx,3.731712137681212e-13
524,Asian,MISC_natural_gas_fired_combustion_turbine_2,VOC,3.58663716946947e-13
525,Asian,MISC_natural_gas_internal_combustion_engine_1,NH3,0.0
526,Asian,MISC_natural_gas_internal_combustion_engine_1,NOx,1.2197508905200374e-10
527,Asian,MISC_natural_gas_internal_combustion_engine_1,PM2_5,1.973282181931046e-10
528,Asian,MISC_natural_gas_internal_combustion_engine_1,SOx,8.60898442822278e-12
529,Asian,MISC_natural_gas_internal_combustion_engine_1,VOC,3.349624044625048e-12
530,Asian,MISC_natural_gas_steam_turbine_1,NH3,1.2487748655866583e-11
531,Asian,MISC_natural_gas_steam_turbine_1,NOx,1.6857141941437253e-10
532,Asian,MISC_natural_gas_steam_turbine_1,PM2_5,6.49089221187617e-11
533,Asian,MISC_natural_gas_steam_turbine_1,SOx,1.6874377016586466e-12
534,Asian,MISC_natural_gas_steam_turbine_1,VOC,3.2120001291731392e-12
535,Asian,MISC_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10
536,Asian,MISC_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10
537,Asian,MISC_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09
538,Asian,MISC_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11
539,Asian,MISC_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11
540,Asian,MISC_naturalgas_ccccsavgcf_conservative_0,NH3,7.818629462730957e-10
541,Asian,MISC_naturalgas_ccccsavgcf_conservative_0,NOx,1.9586251467413028e-10
542,Asian,MISC_naturalgas_ccccsavgcf_conservative_0,PM2_5,2.4685056109599347e-09
543,Asian,MISC_naturalgas_ccccsavgcf_conservative_0,SOx,2.373938737441064e-11
544,Asian,MISC_naturalgas_ccccsavgcf_conservative_0,VOC,1.802418361457023e-11
545,Asian,MISC_naturalgas_ctavgcf_moderate_0,NH3,2.7565515244282747e-09
546,Asian,MISC_naturalgas_ctavgcf_moderate_0,NOx,5.693807882486521e-10
547,Asian,MISC_naturalgas_ctavgcf_moderate_0,PM2_5,1.6560040504232403e-09
548,Asian,MISC_naturalgas_ctavgcf_moderate_0,SOx,1.9329554406739238e-11
549,Asian,MISC_naturalgas_ctavgcf_moderate_0,VOC,2.181200446850514e-11
550,Asian,MISC_nuclear_1,NH3,0.0
551,Asian,MISC_nuclear_1,NOx,0.0
552,Asian,MISC_nuclear_1,PM2_5,0.0
553,Asian,MISC_nuclear_1,SOx,0.0
554,Asian,MISC_nuclear_1,VOC,0.0
555,Asian,MISC_onshore_wind_turbine_1,NH3,0.0
556,Asian,MISC_onshore_wind_turbine_1,NOx,0.0
557,Asian,MISC_onshore_wind_turbine_1,PM2_5,0.0
558,Asian,MISC_onshore_wind_turbine_1,SOx,0.0
559,Asian,MISC_onshore_wind_turbine_1,VOC,0.0
560,Asian,MISC_petroleum_liquids_1,NH3,1.0250386331364303e-11
561,Asian,MISC_petroleum_liquids_1,NOx,1.0682741883166017e-11
562,Asian,MISC_petroleum_liquids_1,PM2_5,1.3527308757232791e-11
563,Asian,MISC_petroleum_liquids_1,SOx,1.9398297805983076e-12
564,Asian,MISC_petroleum_liquids_1,VOC,4.0467819000736296e-14
565,Asian,MISC_small_hydroelectric_1,NH3,0.0
566,Asian,MISC_small_hydroelectric_1,NOx,0.0
567,Asian,MISC_small_hydroelectric_1,PM2_5,0.0
568,Asian,MISC_small_hydroelectric_1,SOx,0.0
569,Asian,MISC_small_hydroelectric_1,VOC,0.0
570,Asian,MISC_solar_photovoltaic_1,NH3,0.0
571,Asian,MISC_solar_photovoltaic_1,NOx,0.0
572,Asian,MISC_solar_photovoltaic_1,PM2_5,0.0
573,Asian,MISC_solar_photovoltaic_1,SOx,0.0
574,Asian,MISC_solar_photovoltaic_1,VOC,0.0
575,Asian,MISE_batteries_1,NH3,0.0
576,Asian,MISE_batteries_1,NOx,0.0
577,Asian,MISE_batteries_1,PM2_5,0.0
578,Asian,MISE_batteries_1,SOx,0.0
579,Asian,MISE_batteries_1,VOC,0.0
580,Asian,MISE_biomass_1,NH3,2.3646926910209286e-11
581,Asian,MISE_biomass_1,NOx,3.227437425215053e-11
582,Asian,MISE_biomass_1,PM2_5,5.970535696670333e-11
583,Asian,MISE_biomass_1,SOx,3.97230100467973e-11
584,Asian,MISE_biomass_1,VOC,1.1321296343392158e-12
585,Asian,MISE_biomass_2,NH3,3.782179334932635e-12
586,Asian,MISE_biomass_2,NOx,1.8995134605941517e-11
587,Asian,MISE_biomass_2,PM2_5,1.1151156365592143e-11
588,Asian,MISE_biomass_2,SOx,2.7747785364240855e-11
589,Asian,MISE_biomass_2,VOC,5.878893693649642e-13
590,Asian,MISE_conventional_hydroelectric_1,NH3,0.0
591,Asian,MISE_conventional_hydroelectric_1,NOx,0.0
592,Asian,MISE_conventional_hydroelectric_1,PM2_5,0.0
593,Asian,MISE_conventional_hydroelectric_1,SOx,0.0
594,Asian,MISE_conventional_hydroelectric_1,VOC,0.0
595,Asian,MISE_conventional_steam_coal_1,NH3,1.4165919035702668e-14
596,Asian,MISE_conventional_steam_coal_1,NOx,1.2097312867477352e-11
597,Asian,MISE_conventional_steam_coal_1,PM2_5,1.0197065444130252e-12
598,Asian,MISE_conventional_steam_coal_1,SOx,3.297794340297458e-11
599,Asian,MISE_conventional_steam_coal_1,VOC,4.0295126816260856e-14
600,Asian,MISE_hydroelectric_pumped_storage_1,NH3,0.0
601,Asian,MISE_hydroelectric_pumped_storage_1,NOx,0.0
602,Asian,MISE_hydroelectric_pumped_storage_1,PM2_5,0.0
603,Asian,MISE_hydroelectric_pumped_storage_1,SOx,0.0
604,Asian,MISE_hydroelectric_pumped_storage_1,VOC,0.0
605,Asian,MISE_natural_gas_fired_combined_cycle_1,NH3,4.2640360134525354e-12
606,Asian,MISE_natural_gas_fired_combined_cycle_1,NOx,1.1978455464396997e-11
607,Asian,MISE_natural_gas_fired_combined_cycle_1,PM2_5,1.1543656271586291e-11
608,Asian,MISE_natural_gas_fired_combined_cycle_1,SOx,2.1752566293002714e-13
609,Asian,MISE_natural_gas_fired_combined_cycle_1,VOC,5.103953782836868e-14
610,Asian,MISE_natural_gas_fired_combined_cycle_2,NH3,1.6083535881833026e-11
611,Asian,MISE_natural_gas_fired_combined_cycle_2,NOx,2.079713517256794e-11
612,Asian,MISE_natural_gas_fired_combined_cycle_2,PM2_5,3.634498022338881e-11
613,Asian,MISE_natural_gas_fired_combined_cycle_2,SOx,3.6648292640030837e-13
614,Asian,MISE_natural_gas_fired_combined_cycle_2,VOC,8.155873483582044e-13
615,Asian,MISE_natural_gas_fired_combustion_turbine_1,NH3,7.870943488329504e-12
616,Asian,MISE_natural_gas_fired_combustion_turbine_1,NOx,7.2601105920149664e-12
617,Asian,MISE_natural_gas_fired_combustion_turbine_1,PM2_5,8.914237441635813e-12
618,Asian,MISE_natural_gas_fired_combustion_turbine_1,SOx,2.437287469794681e-13
619,Asian,MISE_natural_gas_fired_combustion_turbine_1,VOC,1.237523809825888e-13
620,Asian,MISE_natural_gas_fired_combustion_turbine_2,NH3,5.56859100911901e-12
621,Asian,MISE_natural_gas_fired_combustion_turbine_2,NOx,6.16285580589301e-12
622,Asian,MISE_natural_gas_fired_combustion_turbine_2,PM2_5,9.082698132489402e-12
623,Asian,MISE_natural_gas_fired_combustion_turbine_2,SOx,1.984570310637992e-13
624,Asian,MISE_natural_gas_fired_combustion_turbine_2,VOC,1.5544826777719611e-13
625,Asian,MISE_natural_gas_internal_combustion_engine_1,NH3,0.0
626,Asian,MISE_natural_gas_internal_combustion_engine_1,NOx,2.2883032660052922e-10
627,Asian,MISE_natural_gas_internal_combustion_engine_1,PM2_5,5.718340819489314e-10
628,Asian,MISE_natural_gas_internal_combustion_engine_1,SOx,5.0824177561043974e-12
629,Asian,MISE_natural_gas_internal_combustion_engine_1,VOC,1.1913572654428912e-11
630,Asian,MISE_natural_gas_steam_turbine_1,NH3,1.588675896753547e-11
631,Asian,MISE_natural_gas_steam_turbine_1,NOx,1.6098567814935543e-10
632,Asian,MISE_natural_gas_steam_turbine_1,PM2_5,1.0733357054833477e-10
633,Asian,MISE_natural_gas_steam_turbine_1,SOx,1.3173583796801514e-12
634,Asian,MISE_natural_gas_steam_turbine_1,VOC,4.84897177720681e-12
635,Asian,MISE_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10
636,Asian,MISE_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10
637,Asian,MISE_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09
638,Asian,MISE_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11
639,Asian,MISE_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11
640,Asian,MISE_naturalgas_ccccsavgcf_conservative_0,NH3,7.818629462730957e-10
641,Asian,MISE_naturalgas_ccccsavgcf_conservative_0,NOx,1.9586251467413028e-10
642,Asian,MISE_naturalgas_ccccsavgcf_conservative_0,PM2_5,2.4685056109599347e-09
643,Asian,MISE_naturalgas_ccccsavgcf_conservative_0,SOx,2.373938737441064e-11
644,Asian,MISE_naturalgas_ccccsavgcf_conservative_0,VOC,1.802418361457023e-11
645,Asian,MISE_naturalgas_ctavgcf_moderate_0,NH3,2.7565515244282747e-09
646,Asian,MISE_naturalgas_ctavgcf_moderate_0,NOx,5.693807882486521e-10
647,Asian,MISE_naturalgas_ctavgcf_moderate_0,PM2_5,1.6560040504232403e-09
648,Asian,MISE_naturalgas_ctavgcf_moderate_0,SOx,1.9329554406739238e-11
649,Asian,MISE_naturalgas_ctavgcf_moderate_0,VOC,2.181200446850514e-11
650,Asian,MISE_nuclear_1,NH3,0.0
651,Asian,MISE_nuclear_1,NOx,0.0
652,Asian,MISE_nuclear_1,PM2_5,0.0
653,Asian,MISE_nuclear_1,SOx,0.0
654,Asian,MISE_nuclear_1,VOC,0.0
655,Asian,MISE_onshore_wind_turbine_1,NH3,0.0
656,Asian,MISE_onshore_wind_turbine_1,NOx,0.0
657,Asian,MISE_onshore_wind_turbine_1,PM2_5,0.0
658,Asian,MISE_onshore_wind_turbine_1,SOx,0.0
659,Asian,MISE_onshore_wind_turbine_1,VOC,0.0
660,Asian,MISE_petroleum_liquids_1,NH3,3.817840077685028e-11
661,Asian,MISE_petroleum_liquids_1,NOx,1.651392848972653e-11
662,Asian,MISE_petroleum_liquids_1,PM2_5,5.2986395190620615e-11
663,Asian,MISE_petroleum_liquids_1,SOx,1.5303113958898098e-12
664,Asian,MISE_petroleum_liquids_1,VOC,1.1402359119137225e-13
665,Asian,MISE_small_hydroelectric_1,NH3,0.0
666,Asian,MISE_small_hydroelectric_1,NOx,0.0
667,Asian,MISE_small_hydroelectric_1,PM2_5,0.0
668,Asian,MISE_small_hydroelectric_1,SOx,0.0
669,Asian,MISE_small_hydroelectric_1,VOC,0.0
670,Asian,MISE_solar_photovoltaic_1,NH3,0.0
671,Asian,MISE_solar_photovoltaic_1,NOx,0.0
672,Asian,MISE_solar_photovoltaic_1,PM2_5,0.0
673,Asian,MISE_solar_photovoltaic_1,SOx,0.0
674,Asian,MISE_solar_photovoltaic_1,VOC,0.0
675,Asian,MISS_batteries_1,NH3,0.0
676,Asian,MISS_batteries_1,NOx,0.0
677,Asian,MISS_batteries_1,PM2_5,0.0
678,Asian,MISS_batteries_1,SOx,0.0
679,Asian,MISS_batteries_1,VOC,0.0
680,Asian,MISS_biomass_1,NH3,1.0343960719402005e-11
681,Asian,MISS_biomass_1,NOx,2.967030580990309e-11
682,Asian,MISS_biomass_1,PM2_5,2.6628709480925642e-11
683,Asian,MISS_biomass_1,SOx,7.590949014240905e-11
684,Asian,MISS_biomass_1,VOC,8.706318887201053e-13
685,Asian,MISS_biomass_2,NH3,5.750317923862474e-12
686,Asian,MISS_biomass_2,NOx,2.0401594259611338e-11
687,Asian,MISS_biomass_2,PM2_5,1.2536164748543256e-11
688,Asian,MISS_biomass_2,SOx,4.832161296064571e-11
689,Asian,MISS_biomass_2,VOC,4.4226941321651235e-13
690,Asian,MISS_conventional_hydroelectric_1,NH3,0.0
691,Asian,MISS_conventional_hydroelectric_1,NOx,0.0
692,Asian,MISS_conventional_hydroelectric_1,PM2_5,0.0
693,Asian,MISS_conventional_hydroelectric_1,SOx,0.0
694,Asian,MISS_conventional_hydroelectric_1,VOC,0.0
695,Asian,MISS_conventional_steam_coal_1,NH3,2.4995234474484307e-12
696,Asian,MISS_conventional_steam_coal_1,NOx,2.3117983572138786e-11
697,Asian,MISS_conventional_steam_coal_1,PM2_5,3.5241593199995456e-12
698,Asian,MISS_conventional_steam_coal_1,SOx,1.2066346949071764e-10
699,Asian,MISS_conventional_steam_coal_1,VOC,1.2085812006447469e-13
700,Asian,MISS_conventional_steam_coal_2,NH3,8.631683120453705e-13
701,Asian,MISS_conventional_steam_coal_2,NOx,4.116705671359615e-11
702,Asian,MISS_conventional_steam_coal_2,PM2_5,1.473879640091101e-11
703,Asian,MISS_conventional_steam_coal_2,SOx,3.6616628563818616e-10
704,Asian,MISS_conventional_steam_coal_2,VOC,2.3357969189965056e-13
705,Asian,MISS_natural_gas_fired_combined_cycle_1,NH3,2.209664786910101e-12
706,Asian,MISS_natural_gas_fired_combined_cycle_1,NOx,3.211453400577236e-12
707,Asian,MISS_natural_gas_fired_combined_cycle_1,PM2_5,5.131990341153346e-12
708,Asian,MISS_natural_gas_fired_combined_cycle_1,SOx,2.5130589381293284e-13
709,Asian,MISS_natural_gas_fired_combined_cycle_1,VOC,9.726606873880478e-14
710,Asian,MISS_natural_gas_fired_combined_cycle_2,NH3,1.88425424433324e-11
711,Asian,MISS_natural_gas_fired_combined_cycle_2,NOx,1.2461019986049999e-11
712,Asian,MISS_natural_gas_fired_combined_cycle_2,PM2_5,1.5881045870510453e-11
713,Asian,MISS_natural_gas_fired_combined_cycle_2,SOx,5.738946773144473e-13
714,Asian,MISS_natural_gas_fired_combined_cycle_2,VOC,2.260910735969539e-13
715,Asian,MISS_natural_gas_fired_combustion_turbine_1,NH3,3.679739970914201e-12
716,Asian,MISS_natural_gas_fired_combustion_turbine_1,NOx,9.567247015434498e-12
717,Asian,MISS_natural_gas_fired_combustion_turbine_1,PM2_5,1.2325783875966692e-11
718,Asian,MISS_natural_gas_fired_combustion_turbine_1,SOx,3.518475511831995e-13
719,Asian,MISS_natural_gas_fired_combustion_turbine_1,VOC,6.453747983051307e-13
720,Asian,MISS_natural_gas_fired_combustion_turbine_2,NH3,9.201015282967449e-12
721,Asian,MISS_natural_gas_fired_combustion_turbine_2,NOx,7.285620684963529e-12
722,Asian,MISS_natural_gas_fired_combustion_turbine_2,PM2_5,1.666009587892045e-11
723,Asian,MISS_natural_gas_fired_combustion_turbine_2,SOx,5.532245258060852e-13
724,Asian,MISS_natural_gas_fired_combustion_turbine_2,VOC,2.59853656338453e-13
